entity_id,event_timestamp,is_fraud,has_fraud_7d,num_transactions_7d,credit_score,account_age_days,has_2fa_installed
gzeh7p,2025-05-13 17:12:47.159267+00:00,0,False,11,692,478,True
gzgl92,2025-05-13 08:55:22.838583+00:00,0,False,4,401,97,False
gzgl92,2025-05-13 08:55:22.838583+00:00,0,False,4,401,97,False
h751vq,2025-05-13 09:49:36.629901+00:00,0,True,9,688,503,True
h751vq,2025-05-13 09:49:36.629901+00:00,0,True,9,688,503,True
h751vq,2025-05-13 05:05:15.993803+00:00,0,True,9,688,503,True
h751vq,2025-05-13 05:05:15.993803+00:00,0,True,9,688,503,True
h8nova,2025-05-13 09:48:08.097199+00:00,0,False,10,566,589,False
h8nova,2025-05-13 09:48:08.097199+00:00,0,False,10,566,589,False
h8yqie,2025-05-12 11:30:56.605108+00:00,0,False,11,355,100,False
h8yqie,2025-05-12 11:30:56.605108+00:00,0,False,11,355,100,False
hanv7u,2025-05-13 09:35:38.500128+00:00,0,True,4,717,242,True
hanv7u,2025-05-13 09:35:38.500128+00:00,0,True,4,717,242,True
hcufdq,2025-05-13 00:10:06.956321+00:00,0,False,3,477,948,False
hcufdq,2025-05-13 00:10:06.956321+00:00,0,False,3,477,948,False
hdx833,2025-05-13 01:28:44.042823+00:00,0,False,8,644,929,True
hdx833,2025-05-13 01:28:44.042823+00:00,0,False,8,644,929,True
hk4jt9,2025-05-13 16:39:17.158731+00:00,0,False,9,588,771,False
hk4jt9,2025-05-13 16:39:17.158731+00:00,0,False,9,588,771,False
hp6ajh,2025-05-13 14:11:39.893886+00:00,0,False,9,645,362,False
hp6ajh,2025-05-13 14:11:39.893886+00:00,0,False,9,645,362,False
hu1be9,2025-05-13 15:03:02.652985+00:00,0,False,4,586,759,True
hu1be9,2025-05-13 15:03:02.652985+00:00,0,False,4,586,759,True
hvo4hg,2025-05-12 18:29:12.878219+00:00,0,True,5,708,678,True
hvo4hg,2025-05-12 18:29:12.878219+00:00,0,True,5,708,678,True
iacqdc,2025-05-13 04:59:12.639483+00:00,0,False,7,794,782,True
iacqdc,2025-05-13 04:59:12.639483+00:00,0,False,7,794,782,True
ib4oqx,2025-05-13 13:00:53.705625+00:00,0,False,3,493,630,False
ib4oqx,2025-05-13 13:00:53.705625+00:00,0,False,3,493,630,False
ibv790,2025-05-13 07:25:40.581400+00:00,0,False,4,713,188,False
ibv790,2025-05-13 07:25:40.581400+00:00,0,False,4,713,188,False
itbx3y,2025-05-12 21:26:33.597680+00:00,0,False,1,842,474,True
itbx3y,2025-05-12 21:26:33.597680+00:00,0,False,1,842,474,True
iuxbmd,2025-05-13 11:45:11.271104+00:00,0,False,7,768,510,False
iuxbmd,2025-05-13 11:45:11.271104+00:00,0,False,7,768,510,False
ix00mm,2025-05-12 11:23:29.869323+00:00,0,False,10,356,153,True
ix00mm,2025-05-12 11:23:29.869323+00:00,0,False,10,356,153,True
ja2o6b,2025-05-13 08:48:45.116266+00:00,0,False,4,657,837,False
ja2o6b,2025-05-13 08:48:45.116266+00:00,0,False,4,657,837,False
jbaaw7,2025-05-12 19:06:13.026989+00:00,0,True,7,720,333,False
jbaaw7,2025-05-12 19:06:13.026989+00:00,0,True,7,720,333,False
joxkd0,2025-05-13 21:34:20.249519+00:00,0,False,7,791,945,True
joxkd0,2025-05-13 21:34:20.249519+00:00,0,False,7,791,945,True
jqjbc5,2025-05-13 17:53:56.359233+00:00,0,False,6,791,380,True
jqjbc5,2025-05-13 17:53:56.359233+00:00,0,False,6,791,380,True
jslhvy,2025-05-13 04:06:33.432151+00:00,0,True,10,510,56,False
jslhvy,2025-05-13 04:06:33.432151+00:00,0,True,10,510,56,False
k876a4,2025-05-13 07:42:06.593720+00:00,0,False,5,771,556,True
k876a4,2025-05-13 07:42:06.593720+00:00,0,False,5,771,556,True
k8uf9s,2025-05-13 20:45:02.700074+00:00,0,False,10,417,589,True
k8uf9s,2025-05-13 20:45:02.700074+00:00,0,False,10,417,589,True
k98wum,2025-05-13 06:57:04.300496+00:00,0,False,5,673,385,False
k98wum,2025-05-13 06:57:04.300496+00:00,0,False,5,673,385,False
klaaw2,2025-05-12 18:42:59.524641+00:00,0,False,3,639,895,True
klaaw2,2025-05-12 18:42:59.524641+00:00,0,False,3,639,895,True
kot0hc,2025-05-13 00:02:15.535140+00:00,0,True,6,405,742,True
kot0hc,2025-05-13 00:02:15.535140+00:00,0,True,6,405,742,True
kp88ez,2025-05-12 18:56:32.922925+00:00,0,False,1,361,844,True
kp88ez,2025-05-12 18:56:32.922925+00:00,0,False,1,361,844,True
kuduzd,2025-05-12 11:49:45.017360+00:00,0,True,11,595,520,True
kuduzd,2025-05-12 11:49:45.017360+00:00,0,True,11,595,520,True
ldyiwc,2025-05-13 19:38:15.921583+00:00,0,False,10,708,75,False
ldyiwc,2025-05-13 19:38:15.921583+00:00,0,False,10,708,75,False
lfc43a,2025-05-13 12:58:10.041647+00:00,0,False,4,404,241,True
lfc43a,2025-05-13 12:58:10.041647+00:00,0,False,4,404,241,True
lo3lwx,2025-05-12 11:22:27.392246+00:00,0,False,3,687,945,False
lo3lwx,2025-05-12 11:22:27.392246+00:00,0,False,3,687,945,False
m5xy50,2025-05-13 00:34:45.056150+00:00,0,False,9,426,653,False
m5xy50,2025-05-13 00:34:45.056150+00:00,0,False,9,426,653,False
m9hrlu,2025-05-13 01:37:38.189995+00:00,0,False,6,719,764,False
m9hrlu,2025-05-13 01:37:38.189995+00:00,0,False,6,719,764,False
magpng,2025-05-13 05:53:03.873341+00:00,0,False,14,815,209,True
magpng,2025-05-13 05:53:03.873341+00:00,0,False,14,815,209,True
mfj3xt,2025-05-13 21:59:50.347152+00:00,0,False,4,603,383,True
mfj3xt,2025-05-13 21:59:50.347152+00:00,0,False,4,603,383,True
mwlqxx,2025-05-12 17:12:49.449605+00:00,0,False,14,655,796,False
mwlqxx,2025-05-12 17:12:49.449605+00:00,0,False,14,655,796,False
n6a29b,2025-05-13 12:45:13.860722+00:00,0,False,5,465,952,False
n6a29b,2025-05-13 12:45:13.860722+00:00,0,False,5,465,952,False
n6ua6n,2025-05-13 00:41:29.538916+00:00,0,False,7,441,435,False
n6ua6n,2025-05-13 00:41:29.538916+00:00,0,False,7,441,435,False
nh43wz,2025-05-12 07:44:20.289618+00:00,0,False,7,479,299,False
nh43wz,2025-05-12 07:44:20.289618+00:00,0,False,7,479,299,False
oezcrd,2025-05-12 22:27:56.865466+00:00,0,False,2,839,83,True
oezcrd,2025-05-12 22:27:56.865466+00:00,0,False,2,839,83,True
ogb98p,2025-05-13 11:56:50.123868+00:00,0,False,5,830,912,False
ogb98p,2025-05-13 11:56:50.123868+00:00,0,False,5,830,912,False
ooux87,2025-05-12 15:33:31.258034+00:00,0,True,12,499,941,True
ooux87,2025-05-12 15:33:31.258034+00:00,0,True,12,499,941,True
ooyfii,2025-05-13 06:16:08.833427+00:00,0,True,6,583,86,False
ooyfii,2025-05-13 06:16:08.833427+00:00,0,True,6,583,86,False
optz80,2025-05-12 21:41:46.400474+00:00,0,False,8,380,133,False
optz80,2025-05-12 21:41:46.400474+00:00,0,False,8,380,133,False
osrczg,2025-05-13 07:41:48.688874+00:00,0,False,4,553,626,True
osrczg,2025-05-13 07:41:48.688874+00:00,0,False,4,553,626,True
osrczg,2025-05-13 04:34:21.991411+00:00,0,False,4,553,626,True
osrczg,2025-05-13 04:34:21.991411+00:00,0,False,4,553,626,True
ov41w3,2025-05-13 01:24:44.961248+00:00,0,False,4,703,675,False
ov41w3,2025-05-13 01:24:44.961248+00:00,0,False,4,703,675,False
p5sf1o,2025-05-12 09:34:32.158391+00:00,0,False,3,654,40,False
p5sf1o,2025-05-12 09:34:32.158391+00:00,0,False,3,654,40,False
p6y6xi,2025-05-12 13:04:05.264774+00:00,0,False,6,409,149,True
p6y6xi,2025-05-12 13:04:05.264774+00:00,0,False,6,409,149,True
ph0l40,2025-05-12 12:15:13.302009+00:00,0,False,6,710,256,True
ph0l40,2025-05-12 12:15:13.302009+00:00,0,False,6,710,256,True
pvfdil,2025-05-13 09:05:13.660807+00:00,0,False,9,789,476,False
pvfdil,2025-05-13 09:05:13.660807+00:00,0,False,9,789,476,False
pwvabf,2025-05-12 19:01:55.769641+00:00,0,False,8,350,723,True
pwvabf,2025-05-12 19:01:55.769641+00:00,0,False,8,350,723,True
qbldau,2025-05-12 20:42:02.635351+00:00,0,False,8,756,74,True
qbldau,2025-05-12 20:42:02.635351+00:00,0,False,8,756,74,True
qesn0e,2025-05-12 18:05:19.815596+00:00,0,False,5,609,40,False
qesn0e,2025-05-12 18:05:19.815596+00:00,0,False,5,609,40,False
qgq5as,2025-05-12 19:49:52.588304+00:00,0,False,3,599,67,False
qgq5as,2025-05-12 19:49:52.588304+00:00,0,False,3,599,67,False
qi07oj,2025-05-13 05:54:27.201374+00:00,0,False,3,581,313,False
qi07oj,2025-05-13 05:54:27.201374+00:00,0,False,3,581,313,False
qldfrx,2025-05-13 14:50:31.246200+00:00,0,False,14,804,574,False
qldfrx,2025-05-13 14:50:31.246200+00:00,0,False,14,804,574,False
qp9yoe,2025-05-13 16:00:18.498156+00:00,0,False,2,791,651,False
qp9yoe,2025-05-13 16:00:18.498156+00:00,0,False,2,791,651,False
qvfzwh,2025-05-12 08:10:13.042000+00:00,0,False,8,613,827,False
qvfzwh,2025-05-12 08:10:13.042000+00:00,0,False,8,613,827,False
r4mob5,2025-05-12 14:28:16.118665+00:00,0,False,5,769,580,False
r4mob5,2025-05-12 14:28:16.118665+00:00,0,False,5,769,580,False
r53by5,2025-05-12 19:19:29.886287+00:00,0,False,8,559,476,False
r53by5,2025-05-12 19:19:29.886287+00:00,0,False,8,559,476,False
r7rz2k,2025-05-13 01:17:30.999331+00:00,0,False,8,806,917,True
r7rz2k,2025-05-13 01:17:30.999331+00:00,0,False,8,806,917,True
rcwvxc,2025-05-12 23:56:23.332021+00:00,0,True,13,655,519,False
rcwvxc,2025-05-12 23:56:23.332021+00:00,0,True,13,655,519,False
rfzxv8,2025-05-13 19:59:49.074121+00:00,0,False,10,578,714,False
rfzxv8,2025-05-13 19:59:49.074121+00:00,0,False,10,578,714,False
rqoaax,2025-05-12 11:40:43.598099+00:00,0,False,8,646,946,False
rqoaax,2025-05-12 11:40:43.598099+00:00,0,False,8,646,946,False
ssp1ew,2025-05-12 10:22:16.417221+00:00,0,False,4,612,439,False
ssp1ew,2025-05-12 10:22:16.417221+00:00,0,False,4,612,439,False
sxmu1i,2025-05-12 23:19:22.264311+00:00,0,True,9,709,197,True
sxmu1i,2025-05-12 23:19:22.264311+00:00,0,True,9,709,197,True
t5oro4,2025-05-12 08:55:48.753005+00:00,0,True,14,748,845,True
t5oro4,2025-05-12 08:55:48.753005+00:00,0,True,14,748,845,True
t78nr5,2025-05-13 21:27:00.767313+00:00,0,False,4,790,461,True
t78nr5,2025-05-13 21:27:00.767313+00:00,0,False,4,790,461,True
t7rjk3,2025-05-13 01:35:10.265569+00:00,0,False,5,500,577,True
t7rjk3,2025-05-13 01:35:10.265569+00:00,0,False,5,500,577,True
